Tran_Date,Account,Tran_Amt,Merchant
7/17/2022,19532,87.37,NIKE
7/17/2022,19548,79.41,WEST ELM
7/18/2022,11737,86.41,CHARITY CHOICE
7/18/2022,13699,50.6,FURNITURE REWARDS
7/18/2022,14447,147.29,CARNIVAL CRUISE LINES
7/18/2022,14736,57.63,YANKEE CANDLE
7/18/2022,15191,60.42,FRONTGATE
7/18/2022,18637,9.19,Wayfair.com
7/18/2022,18789,7.38,CABELAS
7/18/2022,18789,104.53,FAMOUS FOOTWEAR
7/19/2022,13699,24.51,GUITAR CENTER
7/19/2022,13894,58.24,SUNGLASS HUT
7/19/2022,13894,77.07,CARNIVAL CRUISE LINES
7/19/2022,15169,35.9,POTTERY BARN
7/19/2022,15169,290.5,CHAMPS
7/20/2022,11066,13.24,EDDIE BAUER
7/20/2022,12594,14.91,T.J. MAXX
7/20/2022,12594,83.43,JOHNSTON & MURPHY
7/20/2022,14447,14.54,PBTEEN
7/20/2022,19532,182.16,GAP KIDS
7/21/2022,11066,202.12,BASS PRO SHOPS
7/21/2022,13699,38.94,SHUTTERFLY
7/22/2022,14447,70.71,STAPLES
7/22/2022,16549,9.25,LAST CALL
7/22/2022,17622,5.46,FOOT LOCKER
7/22/2022,18789,265.75,MARSHALLS
7/22/2022,19548,223.15,CHARITY CHOICE
7/23/2022,13894,7.11,CARNIVAL CRUISE LINES
7/23/2022,14736,10.63,JTV
7/23/2022,14736,71.63,JTV
7/23/2022,14736,251.3,THE CONTAINER STORE
7/23/2022,15169,147.42,GUITAR CENTER
7/23/2022,15191,87.04,JOURNEYS/JOURNEYS KIDZ
7/23/2022,18637,53.82,SUNGLASS HUT
7/23/2022,19532,16.41,ENCORE LAS VEGAS
7/23/2022,19548,13.31,Wayfair.com
7/23/2022,19548,18.87,SUNGLASS HUT
7/24/2022,14736,20.64,FOOT LOCKER
7/24/2022,14736,512.76,TRIPGIFT
7/24/2022,15169,37.94,ZAPPOS.COM
7/24/2022,15169,64.99,ATHLETA
7/24/2022,18637,74.29,1-800-FLOWERS.COM
7/24/2022,18637,167.07,YANKEE CANDLE
7/25/2022,11066,14.58,HOMEGOODS
7/25/2022,11737,27.48,Vegepod
7/25/2022,13202,9.39,AEROPOSTALE
7/25/2022,18637,86.9,LANDS END
7/26/2022,11737,12.47,BROWN DERBY INTERNATIONAL WINE
7/26/2022,13202,218.11,CHAMPS
7/26/2022,14447,65.13,NEIMAN MARCUS
7/26/2022,15022,5.42,CHARITY CHOICE
7/26/2022,15169,15.1,ENCORE LAS VEGAS
7/26/2022,19202,85.97,SPAFINDER WELLNESS 365
7/27/2022,11066,11.3,CB2
7/27/2022,15022,55.87,FURNITURE REWARDS
7/27/2022,17938,89.13,L.L. BEAN
7/27/2022,19532,8.61,TALBOTS
7/28/2022,12594,9.89,LANDS END
7/28/2022,13202,75.93,JCPENNEY
7/28/2022,15191,297.69,BANANA REPUBLIC
7/28/2022,17622,35.66,BASS PRO SHOPS
7/28/2022,18789,67.07,FURNITURE REWARDS
7/28/2022,19532,11.19,CELEBRITY CRUISES
7/29/2022,13699,6.25,JTV
7/29/2022,13699,35.61,AMERICAN EAGLE
7/29/2022,14736,241.04,WYNN LAS VEGAS
7/29/2022,17938,89.42,THE HOME DEPOT
7/29/2022,19548,13,SUNGLASS HUT
7/30/2022,11066,23.37,CABELAS
7/30/2022,12053,26.51,ENCORE LAS VEGAS
7/30/2022,13699,148.18,SALLY BEAUTY
7/30/2022,14736,6.91,LANDS END HOME
7/30/2022,14736,25.27,LANE BRYANT
7/31/2022,11066,275.27,DILLARDS
7/31/2022,11737,9.21,Nautica
7/31/2022,13894,71.22,JOURNEYS/JOURNEYS KIDZ
7/31/2022,18789,55.25,GUITAR CENTER
7/31/2022,18789,146.84,THE CHILDRENS PLACE
7/31/2022,19532,8.73,AMERICAN EAGLE
8/1/2022,12594,148.44,Nautica
8/1/2022,13202,135.34,CHAMPS
8/1/2022,13894,66.06,BATH & BODY WORKS
8/1/2022,14447,5.19,CB2
8/1/2022,15169,8.4,UNDERGROUND BY JOURNEYS
8/1/2022,19202,119.49,EXPRESS/EXPRESS MEN
8/1/2022,19202,227.1,ADIDAS
8/1/2022,19548,58.99,FURNITURE REWARDS
8/1/2022,19548,67.56,TOURNEAU WATCHES
8/2/2022,13202,36.43,LANDS END HOME
8/2/2022,14736,8.26,TRIPGIFT
8/2/2022,15191,16.73,THE CONTAINER STORE
8/2/2022,15191,20.17,MASTERCUTS
8/3/2022,11066,79.55,PBTEEN
8/3/2022,12053,424.43,NEIMAN MARCUS
8/3/2022,12594,88.36,CRATE AND BARREL
8/3/2022,14447,119.7,POTTERY BARN KIDS
8/3/2022,15169,29.52,THE CONTAINER STORE
8/3/2022,17622,8.18,YANKEE CANDLE
8/3/2022,19202,28.27,POTTERY BARN KIDS
8/4/2022,15169,7.44,LAST CALL
8/4/2022,17622,6.71,STAPLES
8/5/2022,11066,542.94,LANDS END
8/5/2022,13202,18.21,HOMESENSE
8/5/2022,14736,6.56,NIKE
8/5/2022,15022,73.92,HOMEGOODS
8/5/2022,17622,62.79,CHARITY CHOICE
8/5/2022,18637,31.49,AMERICAN EAGLE
8/5/2022,18789,9.02,ADIDAS
8/5/2022,19548,63.83,Wayfair.com
8/6/2022,12053,11.76,MASTERCUTS
8/6/2022,12053,217.93,FAMOUS FOOTWEAR
8/6/2022,13699,429.53,DILLARDS
8/6/2022,16549,9.66,POTTERY BARN
8/6/2022,19548,80.25,BASS PRO SHOPS
8/7/2022,11066,18.22,T.J. MAXX
8/7/2022,11737,52.67,MARSHALLS
8/7/2022,14736,38.93,HOMESENSE
8/7/2022,17938,256.78,PBTEEN
8/7/2022,19202,13.49,SAKS OFF 5TH
8/7/2022,19532,141.45,ZAPPOS.COM
8/8/2022,12053,160.98,Wayfair.com
8/8/2022,13699,6.39,CRUTCHFIELD
8/8/2022,14447,147.05,Fanatics
8/8/2022,15022,543.06,FAMOUS FOOTWEAR
8/8/2022,15169,10.39,PBTEEN
8/8/2022,18637,6.86,GO PLAY GOLF
8/8/2022,19202,40,AEROPOSTALE
8/8/2022,19532,164.81,BASS PRO SHOPS
8/9/2022,11066,187.12,MIRAVAL RESORT & SPA
8/9/2022,13699,15.77,SPAFINDER WELLNESS 365
8/9/2022,14736,7.32,PRO AM GOLF USA
8/9/2022,15169,12.41,WYNN LAS VEGAS
8/9/2022,17622,9.93,FOOT LOCKER
8/9/2022,17622,58.22,CRATE AND BARREL
8/9/2022,18789,65.5,CRATE AND BARREL
8/9/2022,19202,67.96,CRUTCHFIELD
8/9/2022,19532,16.59,POTTERY BARN
8/9/2022,19532,60.86,SHUTTERFLY
8/10/2022,13202,28.09,CARNIVAL CRUISE LINES
8/10/2022,17622,85.31,BANANA REPUBLIC
8/10/2022,19202,127.31,SUNGLASS HUT
8/10/2022,19548,66.72,TRIPGIFT
8/11/2022,15022,12.29,CELEBRITY CRUISES
8/11/2022,18637,10.52,CB2
8/11/2022,18637,24.86,JOURNEYS/JOURNEYS KIDZ
8/11/2022,18789,52.11,CELEBRITY CRUISES
8/11/2022,19532,65.12,Vegepod
8/12/2022,11066,50.87,CB2
8/12/2022,13699,30.44,MARSHALLS
8/12/2022,17622,249.32,BASS PRO SHOPS
8/12/2022,19202,7.66,EDDIE BAUER
8/12/2022,19532,127.75,BATH & BODY WORKS
8/13/2022,11066,7.82,FAMOUS FOOTWEAR
8/13/2022,11737,255.78,LANDS END HOME
8/13/2022,13894,264.84,FURNITURE REWARDS
8/13/2022,14447,59.68,OLD NAVY
8/13/2022,15191,133.12,THE CONTAINER STORE
8/14/2022,13202,35.19,KIDS FOOT LOCKER
8/14/2022,14736,89.95,POTTERY BARN KIDS
8/14/2022,18637,74.9,TOURNEAU WATCHES
8/14/2022,19532,11.74,CRATE AND BARREL
8/15/2022,11737,31.89,LANE BRYANT
8/15/2022,14736,117.04,POTTERY BARN
8/15/2022,16549,38.95,KIDS FOOT LOCKER
8/15/2022,16549,70.08,LANDS END
8/15/2022,19202,143.24,CRUTCHFIELD
8/16/2022,11737,173.4,T.J. MAXX
8/16/2022,15169,52,CHARITY CHOICE
8/16/2022,17622,82.74,ZAPPOS.COM
8/16/2022,17938,108.55,SEPHORA
8/16/2022,19202,9.97,LANE BRYANT
8/17/2022,12053,9.07,JCPENNEY
8/17/2022,12594,231.38,SAKS FIFTH AVENUE
8/17/2022,13202,31.12,FAMOUS FOOTWEAR
8/17/2022,14736,6.44,CABELAS
8/17/2022,15191,38.01,LAST CALL
8/18/2022,11737,17.25,CUSP
8/18/2022,13894,68.48,UNDER ARMOUR
8/18/2022,17938,58.85,CRUTCHFIELD
8/18/2022,17938,239.04,GO PLAY GOLF
8/18/2022,18789,20.39,JCPENNEY
8/18/2022,19532,100.05,JCPENNEY
8/19/2022,12053,22.34,CB2
8/19/2022,13699,6.65,UNDER ARMOUR
8/19/2022,14447,23.98,Wayfair.com
8/19/2022,14736,24.51,LANDS END
8/19/2022,17622,141.06,GO PLAY GOLF
8/19/2022,17622,438.03,LAST CALL
8/19/2022,18637,21.77,SAKS OFF 5TH
8/19/2022,19202,11.56,CUSP
8/20/2022,13699,85.05,THE CHILDRENS PLACE
8/20/2022,13699,142.44,Nautica
8/20/2022,15022,54.42,TALBOTS
8/20/2022,19202,257.85,YANKEE CANDLE
8/21/2022,11066,63.52,BATH & BODY WORKS
8/21/2022,13202,5.43,THE HOME DEPOT
8/21/2022,15169,22.25,ADIDAS
8/21/2022,15191,144.42,WILLIAMS-SONOMA
8/21/2022,19548,122.56,MACYS
8/21/2022,19548,259.31,CRATE AND BARREL
8/22/2022,13699,25.04,ENCORE LAS VEGAS
8/22/2022,15191,23.35,CRATE AND BARREL
8/22/2022,15191,239.7,BUILD A BEAR WORKSHOP
8/23/2022,13894,23.19,BATH & BODY WORKS
8/23/2022,15169,84.91,DILLARDS
8/23/2022,15191,152.01,SAKS FIFTH AVENUE
8/23/2022,18637,77.42,TOURNEAU WATCHES
8/23/2022,19202,56.62,UNDER ARMOUR
8/23/2022,19548,149.16,SPAFINDER WELLNESS 365
8/24/2022,13202,109.14,HOMESENSE
8/24/2022,14447,58.25,CB2
8/24/2022,15191,165.98,DILLARDS
8/24/2022,16549,34.09,CELEBRITY CRUISES
8/24/2022,17938,81.29,CHAMPS
8/24/2022,19202,28.63,CHAMPS
8/25/2022,15169,54.92,MIRAVAL RESORT & SPA
8/26/2022,11066,8.23,ZAPPOS.COM
8/26/2022,11066,61.74,SIERRA
8/26/2022,12053,75.05,POTTERY BARN KIDS
8/26/2022,14447,60.19,SPAFINDER WELLNESS 365
8/26/2022,18637,182.77,MARSHALLS
8/26/2022,19532,14.48,CUSP
8/26/2022,19532,18.44,L.L. BEAN
8/27/2022,11737,6.28,UNDER ARMOUR
8/27/2022,13202,15.26,FRONTGATE
8/27/2022,15191,225.3,OLD NAVY
8/27/2022,17622,28.03,HOMEGOODS
8/27/2022,18637,31.95,HORCHOW
8/27/2022,18789,76.67,STAPLES
8/27/2022,19548,242.15,BODY BASICS FITNESS EQUIPMENT
8/28/2022,11066,52.84,ENCORE LAS VEGAS
8/28/2022,11737,132.4,ZAPPOS.COM
8/28/2022,11737,241.3,EXPRESS/EXPRESS MEN
8/28/2022,12053,9.3,LANE BRYANT
8/28/2022,14736,8.43,MASTERCUTS
8/28/2022,15022,57.81,THE CHILDRENS PLACE
8/28/2022,15191,12.05,Crate and Kids
8/28/2022,15191,249.69,JTV
8/28/2022,19202,27.68,NEIMAN MARCUS
8/29/2022,11737,84.28,BATH & BODY WORKS
8/29/2022,12053,29.17,LAST CALL
8/29/2022,13894,80.97,DILLARDS
8/29/2022,15191,12.84,EXPRESS/EXPRESS MEN
8/29/2022,15191,497.4,JCPENNEY
8/29/2022,16549,26.47,PRO AM GOLF USA
8/29/2022,16549,31.18,DILLARDS
8/29/2022,16549,161.79,PBTEEN
8/29/2022,19202,61.75,BANANA REPUBLIC
8/29/2022,19532,10.88,CARNIVAL CRUISE LINES
8/29/2022,19548,16.54,LANDS END HOME
8/29/2022,19548,144.44,BUILD A BEAR WORKSHOP
8/30/2022,11737,14.14,THE HOME DEPOT
8/30/2022,13699,160.47,JTV
8/30/2022,14736,50.36,MACYS
8/30/2022,15022,12.74,BROWN DERBY INTERNATIONAL WINE
8/30/2022,15022,32.61,LANE BRYANT
8/31/2022,11066,39.05,ENCORE LAS VEGAS
8/31/2022,12053,5.85,JOHNSTON & MURPHY
8/31/2022,12053,139.56,Nautica
8/31/2022,13894,14.85,LAST CALL
8/31/2022,15169,10.64,BASS PRO SHOPS
8/31/2022,15169,242.93,KIDS FOOT LOCKER
8/31/2022,16549,70.11,ATHLETA
8/31/2022,17622,34.33,CHAMPS
8/31/2022,17938,18.01,FAMOUS FOOTWEAR
8/31/2022,19548,220.97,WYNN LAS VEGAS
8/31/2022,19548,272.51,OLD NAVY
9/1/2022,12594,11.19,PRO AM GOLF USA
9/1/2022,13202,83.82,LANDS END
9/2/2022,11737,23.6,ENCORE LAS VEGAS
9/2/2022,12594,35.23,WEST ELM
9/2/2022,12594,272.55,JOURNEYS/JOURNEYS KIDZ
9/2/2022,13699,17.62,TRIPGIFT
9/2/2022,14447,55.08,BROWN DERBY INTERNATIONAL WINE
9/2/2022,19202,12.5,POTTERY BARN KIDS
9/2/2022,19532,8.45,CABELAS
9/3/2022,14447,77.63,THE CHILDRENS PLACE
9/3/2022,14447,83.65,WEST ELM
9/3/2022,15022,13.7,JTV
9/3/2022,18789,6.68,OLD NAVY
9/3/2022,19548,56.65,BROWN DERBY INTERNATIONAL WINE
9/4/2022,11066,81.02,MIRAVAL RESORT & SPA
9/4/2022,14736,569.66,PLEASANT HOLIDAYS
9/4/2022,17938,543.84,UNIQUE TRAVEL CORP.
9/4/2022,19548,275.79,Crate and Kids
9/5/2022,11066,9.07,YANKEE CANDLE
9/5/2022,12053,161.8,BATH & BODY WORKS
9/5/2022,15022,9.63,BODY BASICS FITNESS EQUIPMENT
9/5/2022,17622,164.28,PRO AM GOLF USA
9/5/2022,17938,76.41,BROOKS BROTHERS
9/5/2022,18789,86.62,LANDS END
9/5/2022,19202,30.26,UNIQUE TRAVEL CORP.
9/5/2022,19548,83.1,CHARITY CHOICE
9/6/2022,11737,28.61,POTTERY BARN KIDS
9/6/2022,13699,84.18,Wayfair.com
9/6/2022,16549,32.13,TALBOTS
9/6/2022,19202,18.38,THE CONTAINER STORE
9/6/2022,19532,62.4,UNIQUE TRAVEL CORP.
9/6/2022,19532,238.73,ADIDAS
9/6/2022,19548,7.37,Nautica
9/7/2022,13894,82.92,TOURNEAU WATCHES
9/7/2022,14447,415.45,FAMOUS FOOTWEAR
9/7/2022,15022,18.04,CHAMPS
9/8/2022,13894,56.31,LANE BRYANT
9/8/2022,19202,14.19,MARSHALLS
9/9/2022,11066,13.57,BODY BASICS FITNESS EQUIPMENT
9/9/2022,13699,64.77,CARNIVAL CRUISE LINES
9/9/2022,14447,24.97,LANDS END HOME
9/9/2022,15169,22.16,BATH & BODY WORKS
9/9/2022,18637,498.51,HOMEGOODS
9/9/2022,18789,139.61,SHI BY JOURNEYS
9/10/2022,13202,55.58,YANKEE CANDLE
9/10/2022,13894,577.12,WEST ELM
9/10/2022,16549,56.2,FOOT LOCKER
9/10/2022,18789,13.56,ZAPPOS.COM
9/10/2022,19532,116.23,JCPENNEY
9/10/2022,19548,78.97,HOMEGOODS
9/11/2022,11737,101.56,UNIQUE TRAVEL CORP.
9/11/2022,15169,61.99,CRUTCHFIELD
9/11/2022,15169,73.13,TALBOTS
9/11/2022,19532,6.93,LANDS END HOME
9/12/2022,13202,115.06,DILLARDS
9/12/2022,16549,81.7,AMERICAN EAGLE
9/12/2022,17622,124.1,TOURNEAU WATCHES
9/12/2022,18789,158.18,LANDS END HOME
9/12/2022,19202,51.61,WYNN LAS VEGAS
9/12/2022,19202,144.2,FOOT LOCKER
9/13/2022,12053,74.3,AMERICAN EAGLE
9/13/2022,12594,83.01,CRUTCHFIELD
9/13/2022,13894,123.68,PRO AM GOLF USA
9/13/2022,14447,58.72,BODY BASICS FITNESS EQUIPMENT
9/13/2022,14447,472.98,PLEASANT HOLIDAYS
9/13/2022,15191,6.77,OLD NAVY
9/13/2022,15191,86.55,SALLY BEAUTY
9/13/2022,19548,24.46,CABELAS
9/14/2022,13894,6.18,ATHLETA
9/14/2022,15191,34.56,HOMEGOODS
9/14/2022,15191,53.95,SUNGLASS HUT
9/14/2022,17938,105.1,LAST CALL
9/14/2022,18637,30.09,PLEASANT HOLIDAYS
9/14/2022,19532,22.19,HORCHOW
9/14/2022,19548,5.47,CRATE AND BARREL
9/15/2022,15022,141.98,SIERRA
9/16/2022,11066,81.06,JOURNEYS/JOURNEYS KIDZ
9/16/2022,13894,7.42,EXPRESS/EXPRESS MEN
9/16/2022,14447,73.56,BATH & BODY WORKS
9/16/2022,15022,134.87,OLD NAVY
9/16/2022,15169,83.27,SAKS OFF 5TH
9/16/2022,15169,516.76,SHI BY JOURNEYS
9/16/2022,15191,66.2,LANE BRYANT
9/17/2022,11066,149.01,BUILD A BEAR WORKSHOP
9/18/2022,12053,215.52,CUSP
9/18/2022,14736,23.03,BUILD A BEAR WORKSHOP
9/18/2022,17938,67.02,Vegepod
9/18/2022,18637,246.19,LANDS END
9/18/2022,18789,21.19,MACYS
9/19/2022,17938,263.43,EXPRESS/EXPRESS MEN
9/20/2022,12594,32.51,SPAFINDER WELLNESS 365
9/20/2022,14736,74.4,COST PLUS WORLD MARKET
9/20/2022,15169,8.57,FURNITURE REWARDS
9/20/2022,15169,132.18,DILLARDS
9/20/2022,17622,148.32,CUSP
9/20/2022,19532,422.66,COST PLUS WORLD MARKET
9/21/2022,11066,104.35,GUITAR CENTER
9/21/2022,11737,103.82,Crate and Kids
9/21/2022,13894,17.2,TRIPGIFT
9/21/2022,14736,142.62,MIRAVAL RESORT & SPA
9/21/2022,15191,109.94,FRONTGATE
9/21/2022,17938,62.11,HOMESENSE
9/21/2022,18637,225.53,TOURNEAU WATCHES
9/21/2022,18789,129.44,EXPRESS/EXPRESS MEN
9/21/2022,19202,8.73,BATH & BODY WORKS
9/22/2022,11737,142.88,CABELAS
9/22/2022,12053,5.6,SALLY BEAUTY
9/22/2022,14736,35.06,GUITAR CENTER
9/22/2022,19548,77.01,HORCHOW
9/23/2022,15191,5.94,BROOKS BROTHERS
9/23/2022,16549,85.98,JCPENNEY
9/23/2022,18789,51.75,GUITAR CENTER
9/24/2022,11737,86.07,LAST CALL
9/24/2022,12594,7.89,GUITAR CENTER
9/24/2022,13699,30.65,ATHLETA
9/24/2022,14447,277.99,OLD NAVY
9/24/2022,18637,17.22,BUILD A BEAR WORKSHOP
9/24/2022,18789,67.05,Nautica
9/25/2022,13894,136.14,BODY BASICS FITNESS EQUIPMENT
9/25/2022,15022,68.97,SAKS FIFTH AVENUE
9/25/2022,15169,129.51,WILLIAMS-SONOMA
9/25/2022,17622,88.05,Nautica
9/25/2022,18789,93.79,JOHNSTON & MURPHY
9/26/2022,11737,17.75,LANDS END
9/26/2022,15022,204.55,GAP KIDS
9/26/2022,17622,109.91,SHI BY JOURNEYS
9/27/2022,11066,14.39,LANDS END HOME
9/27/2022,12053,61.25,TALBOTS
9/27/2022,13699,136.52,AEROPOSTALE
9/27/2022,14736,17.94,MACYS
9/27/2022,15169,27.74,KIDS FOOT LOCKER
9/27/2022,15191,298.55,MIRAVAL RESORT & SPA
9/27/2022,19202,78.03,HOMEGOODS
9/28/2022,13894,61.02,POTTERY BARN
9/28/2022,14447,63.58,T.J. MAXX
9/28/2022,19202,7.79,CARNIVAL CRUISE LINES
9/29/2022,13894,32.55,PBTEEN
9/29/2022,15022,53.33,CHAMPS
9/29/2022,15022,86.75,HORCHOW
9/29/2022,15022,105.94,CELEBRITY CRUISES
9/29/2022,16549,32.95,BROOKS BROTHERS
9/30/2022,11737,36.8,CUSP
9/30/2022,15022,55.2,THE CONTAINER STORE
9/30/2022,15191,68.75,1-800-FLOWERS.COM
9/30/2022,18789,63.97,TOURNEAU WATCHES
10/1/2022,11737,7.27,PBTEEN
10/1/2022,13894,58.62,CELEBRITY CRUISES
10/1/2022,13894,76.06,GAP KIDS
10/1/2022,14736,173.47,NIKE
10/1/2022,15169,57.29,THE HOME DEPOT
10/1/2022,19202,56.67,TRIPGIFT
10/1/2022,19548,206.45,SPAFINDER WELLNESS 365
10/2/2022,14447,7.07,Fanatics
10/2/2022,19202,85.04,SAKS OFF 5TH
10/2/2022,19548,8.6,FAMOUS FOOTWEAR
10/2/2022,19548,10.54,CELEBRITY CRUISES
10/3/2022,11737,174.77,ZAPPOS.COM
10/3/2022,15169,66.62,FOOT LOCKER
10/3/2022,15191,30.46,ZAPPOS.COM
10/4/2022,11737,16.28,JOURNEYS/JOURNEYS KIDZ
10/4/2022,11737,85.4,NIKE
10/4/2022,14736,6.09,TOURNEAU WATCHES
10/4/2022,14736,94.62,KIDS FOOT LOCKER
10/4/2022,15169,105.85,CHARITY CHOICE
10/5/2022,11066,7.72,BANANA REPUBLIC
10/5/2022,11066,50.77,WEST ELM
10/5/2022,13699,7.95,HOMEGOODS
10/5/2022,15022,10.75,UNDER ARMOUR
10/5/2022,15169,25.53,KIDS FOOT LOCKER
10/5/2022,17938,61.56,SAKS FIFTH AVENUE
10/5/2022,19202,77.43,MACYS
10/5/2022,19548,67.85,WEST ELM
10/6/2022,12594,27.96,GUITAR CENTER
10/6/2022,13699,20.03,CB2
10/6/2022,15191,6.22,SPAFINDER WELLNESS 365
10/6/2022,17938,51.35,Fanatics
10/6/2022,19548,206.1,COST PLUS WORLD MARKET
10/7/2022,11066,9.52,SHUTTERFLY
10/7/2022,13202,18.66,POTTERY BARN
10/7/2022,15169,31.39,FOOT LOCKER
10/7/2022,15191,192.49,JTV
10/7/2022,16549,73.91,WYNN LAS VEGAS
10/8/2022,11066,66.84,KIDS FOOT LOCKER
10/8/2022,14447,94.85,PLEASANT HOLIDAYS
10/8/2022,15169,196.81,YANKEE CANDLE
10/9/2022,11066,15.59,BROWN DERBY INTERNATIONAL WINE
10/9/2022,11737,137.97,JCPENNEY
10/9/2022,12053,36.41,SEPHORA
10/9/2022,13202,256.14,AMERICAN EAGLE
10/9/2022,13699,183.97,WYNN LAS VEGAS
10/9/2022,13699,253.9,AEROPOSTALE
10/9/2022,15169,54.53,WEST ELM
10/9/2022,17938,6.37,POTTERY BARN
10/9/2022,17938,86.78,AMERICAN EAGLE
10/9/2022,19548,9.87,CHAMPS
10/10/2022,11066,62.34,FOOT LOCKER
10/10/2022,13894,78.05,TALBOTS
10/10/2022,18789,6.09,JOURNEYS/JOURNEYS KIDZ
10/10/2022,18789,7.21,MASTERCUTS
10/10/2022,18789,32.78,JOURNEYS/JOURNEYS KIDZ
10/10/2022,18789,83.35,PBTEEN
10/10/2022,19202,11.85,AEROPOSTALE
10/10/2022,19202,100.83,HORCHOW
10/11/2022,17938,223.48,1-800-FLOWERS.COM
10/12/2022,13699,7.6,SAKS FIFTH AVENUE
10/12/2022,13894,9.4,SIERRA
10/12/2022,14447,5.16,CARNIVAL CRUISE LINES
10/12/2022,17622,75.4,JCPENNEY
10/12/2022,18789,124.78,AMERICAN EAGLE
10/13/2022,13894,60,1-800-FLOWERS.COM
10/13/2022,15022,30.29,TOURNEAU WATCHES
10/13/2022,15022,52.94,ATHLETA
10/13/2022,18637,492.98,FOOT LOCKER
10/14/2022,11066,10.28,TALBOTS
10/14/2022,15022,81.9,SEPHORA
10/14/2022,18789,6.97,STAPLES
10/14/2022,18789,86.67,FRONTGATE
10/14/2022,19202,561.12,HOMESENSE
10/15/2022,11066,50.25,BANANA REPUBLIC
10/15/2022,13699,55.38,SHUTTERFLY
10/15/2022,14447,229.78,LANDS END
10/15/2022,15191,14.73,CRATE AND BARREL
10/15/2022,17622,174.65,CHAMPS
10/15/2022,18637,67.5,PBTEEN
10/16/2022,11737,187.28,GAP KIDS
10/16/2022,12053,189.76,DILLARDS
10/16/2022,14736,78.95,THE CONTAINER STORE
10/16/2022,16549,76.54,LANE BRYANT
10/16/2022,17622,116.02,BROWN DERBY INTERNATIONAL WINE
10/17/2022,12594,8.3,WILLIAMS-SONOMA
10/17/2022,14447,39.65,CHAMPS
10/17/2022,15169,30.03,OLD NAVY
10/18/2022,13699,6.47,PLEASANT HOLIDAYS
10/18/2022,13894,14.99,FURNITURE REWARDS
10/18/2022,15022,11.18,JTV
10/18/2022,19202,8.09,SHUTTERFLY
10/18/2022,19202,31.51,SHUTTERFLY
10/18/2022,19532,81.64,STAPLES
10/19/2022,11737,79.4,ENCORE LAS VEGAS
10/19/2022,12594,72.77,CB2
10/19/2022,13202,8.27,BUILD A BEAR WORKSHOP
10/19/2022,13699,35.18,YANKEE CANDLE
10/19/2022,15022,13.3,LANDS END HOME
10/19/2022,18637,22.62,JOURNEYS/JOURNEYS KIDZ
10/19/2022,19202,5.65,GO PLAY GOLF
10/20/2022,12594,60.11,FAMOUS FOOTWEAR
10/20/2022,13894,85.08,GAP KIDS
10/20/2022,15169,75.2,CHAMPS
10/20/2022,15191,512.55,THE CHILDRENS PLACE
10/20/2022,16549,133.58,JCPENNEY
10/20/2022,19548,165.77,ATHLETA
10/21/2022,14736,126.82,YANKEE CANDLE
10/21/2022,15169,68.67,ATHLETA
10/21/2022,18637,17.95,PBTEEN
10/21/2022,19202,18.76,FURNITURE REWARDS
10/22/2022,13699,239.36,AMERICAN EAGLE
10/22/2022,14447,59.25,Fanatics
10/23/2022,14736,107.08,THE CHILDRENS PLACE
10/24/2022,13894,234.79,UNIQUE TRAVEL CORP.
10/24/2022,14447,63.3,JOURNEYS/JOURNEYS KIDZ
10/24/2022,15169,7.69,BATH & BODY WORKS
10/24/2022,17622,11.91,WEST ELM
10/24/2022,19532,39.75,1-800-FLOWERS.COM
10/25/2022,12594,23.86,ENCORE LAS VEGAS
10/25/2022,12594,214.67,MIRAVAL RESORT & SPA
10/25/2022,14447,81.42,FRONTGATE
10/25/2022,15191,7.4,MASTERCUTS
10/25/2022,16549,14.06,CARNIVAL CRUISE LINES
10/25/2022,19532,50.52,KIDS FOOT LOCKER
10/26/2022,11737,8.31,FOOT LOCKER
10/26/2022,13894,6.34,Crate and Kids
10/27/2022,11737,33.43,BASS PRO SHOPS
10/27/2022,14447,51.65,ZAPPOS.COM
10/27/2022,15191,242.92,TOURNEAU WATCHES
10/27/2022,17622,68.05,MARSHALLS
10/27/2022,17622,78.78,JTV
10/27/2022,18637,73.16,Nautica
10/28/2022,11066,56.84,T.J. MAXX
10/28/2022,14736,39.14,YANKEE CANDLE
10/28/2022,15191,57.22,CRUTCHFIELD
10/28/2022,15191,86.42,JOHNSTON & MURPHY
10/29/2022,13202,7.72,1-800-FLOWERS.COM
10/29/2022,13699,17.72,TALBOTS
10/30/2022,13894,14.02,1-800-FLOWERS.COM
10/30/2022,13894,193.49,LAST CALL
10/30/2022,14447,50.98,KIDS FOOT LOCKER
10/30/2022,14736,53.26,SEPHORA
10/30/2022,19202,30.76,SHI BY JOURNEYS
10/31/2022,14447,78.95,MARSHALLS
10/31/2022,14736,32.28,JCPENNEY
10/31/2022,15191,157.06,SPAFINDER WELLNESS 365
10/31/2022,18789,60.97,CHARITY CHOICE
10/31/2022,18789,277.6,WYNN LAS VEGAS
10/31/2022,19532,5.51,FAMOUS FOOTWEAR
10/31/2022,19532,8.54,LANDS END
11/1/2022,11066,66.47,PRO AM GOLF USA
11/1/2022,11737,110.36,JCPENNEY
11/1/2022,12053,50.95,GAP KIDS
11/1/2022,12594,24.68,SIERRA
11/1/2022,13202,63.98,FURNITURE REWARDS
11/1/2022,13894,20.97,WYNN LAS VEGAS
11/1/2022,15169,59.14,JCPENNEY
